free_text,label_id,source,url,category
Nỗi lo về bữa ăn của học sinh bán trú,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/noi-lo-ve-bua-an-cua-hoc-sinh-ban-tru-20150324161210000.htm,vi-tre-em
Tuyệt chiêu dưỡng da cho phụ nữ,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tuyet-chieu-duong-da-cho-phu-nu-20150322155247000.htm,vi-tre-em
Hiểm họa từ nuôi thú dữ,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/hiem-hoa-tu-nuoi-thu-du-20150319154716000.htm,vi-tre-em
Hãy tạo điều kiện để cháu Thảo được khai sinh,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/hay-tao-dieu-kien-de-chau-thao-duoc-khai-sinh-20150329012027000.htm,vi-tre-em
Clip cứu em bé vùi dưới đất đá lay động triệu trái tim,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/clip-cuu-em-be-vui-duoi-dat-da-lay-dong-trieu-trai-tim-20150328195347000.htm,vi-tre-em
Những nơi chứa nhiều mầm bệnh cho bé mẹ cần tránh,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/nhung-noi-chua-nhieu-mam-benh-cho-be-me-can-tranh-20150428164555000.htm,vi-tre-em
"Rủ nhau ra sông chơi, một cháu bé đuối nước thương tâm",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ru-nhau-ra-song-choi-mot-chau-be-duoi-nuoc-thuong-tam-20150525212934000.htm,vi-tre-em
Nghỉ hè cho con về quê: Hướng trẻ thơ về với nguồn cội,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/nghi-he-cho-con-ve-que-huong-tre-tho-ve-voi-nguon-coi-20150524181133000.htm,vi-tre-em
"Hà Tĩnh: Sôi động cuộc thi ""Chúng em kể chuyện Bác Hồ""",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ha-tinh-soi-dong-cuoc-thi-chung-em-ke-chuyen-bac-ho-20150523050144000.htm,vi-tre-em
Hà Tĩnh: Phát động Tháng Vì trẻ em năm 2015,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ha-tinh-phat-dong-thang-vi-tre-em-nam-2015-20150521164601000.htm,vi-tre-em
“Lắng nghe trẻ em nói”,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/lang-nghe-tre-em-noi-20150519221322000.htm,vi-tre-em
Những trò chơi mộc mạc của trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/nhung-tro-choi-moc-mac-cua-tre-em-20150602190400000.htm,vi-tre-em
Vì sao có ngày 1/6?,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/vi-sao-co-ngay-16-20150601220315000.htm,vi-tre-em
Trẻ em hôm nay- thế giới ngày mai,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tre-em-hom-nay-the-gioi-ngay-mai-20150601223313000.htm,vi-tre-em
Nữ nhà báo – được và mất,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/nu-nha-bao-duoc-va-mat-20150618150022000.htm,vi-tre-em
Lâm Đồng: Lắng nghe và dành những điều tốt đẹp nhất cho trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/lam-dong-lang-nghe-va-danh-nhung-dieu-tot-dep-nhat-cho-tre-em-20150619211826000.htm,vi-tre-em
Bà Rịa – Vũng Tàu: Chung tay bảo vệ chăm sóc trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ba-ria-vung-tau-chung-tay-bao-ve-cham-soc-tre-em-20150619212959000.htm,vi-tre-em
"Phú Yên: Tham vấn, tư vấn hỗ trợ trẻ em gặp khó khăn, bị xâm hại",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/phu-yen-tham-van-tu-van-ho-tro-tre-em-gap-kho-khan-bi-xam-hai-20150619005414000.htm,vi-tre-em
Bé trai 3 tuổi tử vong do hóc trái chôm chôm,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/be-trai-3-tuoi-tu-vong-do-hoc-trai-chom-chom-20150715145337000.htm,vi-tre-em
Tặng 135 xuất quà cho trẻ em có hoàn cảnh khó khăn,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tang-135-xuat-qua-cho-tre-em-co-hoan-canh-kho-khan-20150630234432000.htm,vi-tre-em
Bà Rịa – Vũng Tàu: Nhiều hoạt động vui chơi hè cho trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ba-ria-vung-tau-nhieu-hoat-dong-vui-choi-he-cho-tre-em-20150727230034000.htm,vi-tre-em
Bật khóc khi gặp bé Na vụ thảm sát ở Bình Phước,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/bat-khoc-khi-gap-be-na-vu-tham-sat-o-binh-phuoc-20150716175706000.htm,vi-tre-em
Cháu bé 3 tuổi mắc kẹt ở thang cuốn trong cao ốc,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/chau-be-3-tuoi-mac-ket-o-thang-cuon-trong-cao-oc-20150810223359000.htm,vi-tre-em
Quấy rối tình dục trên xe buýt: Im lặng là thỏa hiệp,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/quay-roi-tinh-duc-tren-xe-buyt-im-lang-la-thoa-hiep-20150810000041000.htm,vi-tre-em
Phải lấy ý kiến trẻ em khi xây dựng chính sách liên quan đến trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/phai-lay-y-kien-tre-em-khi-xay-dung-chinh-sach-lien-quan-den-tre-em-20150806032745000.htm,vi-tre-em
Quảng Ngãi: 100 trẻ em khuyết tật ở đảo Lý Sơn được khám chữa bệnh,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/quang-ngai-100-tre-em-khuyet-tat-o-dao-ly-son-duoc-kham-chua-benh-20150805234649000.htm,vi-tre-em
Diễn đàn trẻ em 2015: Lắng nghe trẻ em nói,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/dien-dan-tre-em-2015-lang-nghe-tre-em-noi-20150803235446000.htm,vi-tre-em
Bình Dương: Nạn bạo hành trẻ em khi nào chấm dứt!?,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/binh-duong-nan-bao-hanh-tre-em-khi-nao-cham-dut-20150729024913000.htm,vi-tre-em
Thái Nguyên: 100% trẻ em bị ảnh hưởng HIV được đi học theo nhu cầu,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/thai-nguyen-100-tre-em-bi-anh-huong-hiv-duoc-di-hoc-theo-nhu-cau-20161021054112000.htm,vi-tre-em
Đã có người nhận là cha của bé gái mang thai 12 tuần tại Trung Quốc,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/da-co-nguoi-nhan-la-cha-cua-be-gai-mang-thai-12-tuan-tai-trung-quoc-20161104125703000.htm,vi-tre-em
Cậu bé ung thư mơ làm CSGT lay động cộng đồng đã đi xa,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/cau-be-ung-thu-mo-lam-csgt-lay-dong-cong-dong-da-di-xa-20161104120601000.htm,vi-tre-em
Đoàn kết để chấm dứt bạo lực đối với trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/doan-ket-de-cham-dut-bao-luc-doi-voi-tre-em-20161103214638000.htm,vi-tre-em
Làng SOS là mô hình lý tưởng để chăm sóc trẻ em mồ côi,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/lang-sos-la-mo-hinh-ly-tuong-de-cham-soc-tre-em-mo-coi-20161103213618000.htm,vi-tre-em
Tạo sự lan tỏa trong xã hội về bình đẳng giới,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tao-su-lan-toa-trong-xa-hoi-ve-binh-dang-gioi-20161103184417000.htm,vi-tre-em
300 triệu trẻ em thế giới hàng ngày hít thở không khí độc hại,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/300-trieu-tre-em-the-gioi-hang-ngay-hit-tho-khong-khi-doc-hai-20161101165856000.htm,vi-tre-em
Phó Chủ tịch nước Đặng Thị Ngọc Thịnh giữ chức Chủ tịch Hội đồng Bảo trợ Quỹ Bảo trợ trẻ em Việt Nam,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/pho-chu-tich-nuoc-dang-thi-ngoc-thinh-giu-chuc-chu-tich-hoi-dong-bao-tro-quy-bao-tro-tre-em-viet-nam-20161027222558000.htm,vi-tre-em
Địa chỉ cần giúp đỡ: Hoàn cảnh đáng thương của bé Phạm Minh Anh,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/dia-chi-can-giup-do-hoan-canh-dang-thuong-cua-be-pham-minh-anh-20161026163339000.htm,vi-tre-em
Trẻ mất cơ hội vì nạn tảo hôn,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tre-mat-co-hoi-vi-nan-tao-hon-20161025223207000.htm,vi-tre-em
Tăng cường đầu tư để trẻ em gái phát triển toàn diện,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tang-cuong-dau-tu-de-tre-em-gai-phat-trien-toan-dien-20161024222958000.htm,vi-tre-em
Thừa Thiên-Huế: Hơn 1.600 vụ bạo lực gia đình trong giai đoạn 2011-2015,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/thua-thien-hue-hon-1600-vu-bao-luc-gia-dinh-trong-giai-doan-2011-2015-20161115165730000.htm,vi-tre-em
Tặng 200 bộ dụng cụ học tập cho trẻ em tỉnh Thái Bình,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tang-200-bo-dung-cu-hoc-tap-cho-tre-em-tinh-thai-binh-20161115170221000.htm,vi-tre-em
Bảo vệ trẻ em qua phím số diệu kỳ 18001567,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/bao-ve-tre-em-qua-phim-so-dieu-ky-18001567-20161114204030000.htm,vi-tre-em
Truyền thông để người dân không kỳ thị trẻ có HIV,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/truyen-thong-de-nguoi-dan-khong-ky-thi-tre-co-hiv-20161113230202000.htm,vi-tre-em
Chung tay chấm dứt bạo lực đối với phụ nữ và trẻ em gái,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/chung-tay-cham-dut-bao-luc-doi-voi-phu-nu-va-tre-em-gai-20161113202457000.htm,vi-tre-em
"Hà Nội tri ân cán bộ, giáo viên trong giáo dục trẻ khuyết tật",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ha-noi-tri-an-can-bo-giao-vien-trong-giao-duc-tre-khuyet-tat-20161113030737000.htm,vi-tre-em
"Vụ bêu tên con vì bố mẹ không đóng phí: ""Phải xin lỗi dân ngay!""",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/vu-beu-ten-con-vi-bo-me-khong-dong-phi-phai-xin-loi-dan-ngay-20161111035300000.htm,vi-tre-em
100% trẻ em bị ảnh hưởng HIV ở Lai Châu được đến trường,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/100-tre-em-bi-anh-huong-hiv-o-lai-chau-duoc-den-truong-20161108182502000.htm,vi-tre-em
Hà Nội xóa bỏ lao động trẻ em trong các làng nghề,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ha-noi-xoa-bo-lao-dong-tre-em-trong-cac-lang-nghe-20161205220227000.htm,vi-tre-em
Đại sứ UNICEF David Beckham lên tiếng chấm dứt bạo lực với trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/dai-su-unicef-david-beckham-len-tieng-cham-dut-bao-luc-voi-tre-em-20161205221437000.htm,vi-tre-em
Yên Bái tổ chức Diễn đàn trẻ em 2016,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/yen-bai-to-chuc-dien-dan-tre-em-2016-20161202054826000.htm,vi-tre-em
Đói nghèo là nguyên nhân chính dẫn đến lao động trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/doi-ngheo-la-nguyen-nhan-chinh-dan-den-lao-dong-tre-em-20161201213103000.htm,vi-tre-em
Việt Nam còn nhiều trẻ em có hoàn cảnh khó khăn,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/viet-nam-con-nhieu-tre-em-co-hoan-canh-kho-khan-20161201003449000.htm,vi-tre-em
Quảng Nam: Những người mẹ hiền nuôi dạy trẻ khuyết tật,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/quang-nam-nhung-nguoi-me-hien-nuoi-day-tre-khuyet-tat-20161127233128000.htm,vi-tre-em
Tăng cường hợp tác trong lĩnh vực nuôi con nuôi quốc tế,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tang-cuong-hop-tac-trong-linh-vuc-nuoi-con-nuoi-quoc-te-20161127060218000.htm,vi-tre-em
Bé trai đẹp như Thiên thần bị bỏ rơi trong thùng xốp ven đường,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/be-trai-dep-nhu-thien-than-bi-bo-roi-trong-thung-xop-ven-duong-20161127023133000.htm,vi-tre-em
Trẻ em gái thường bị bạo lực nhiều hơn trẻ em trai,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tre-em-gai-thuong-bi-bao-luc-nhieu-hon-tre-em-trai-20161126060841000.htm,vi-tre-em
Độ tuổi nào phù hợp để trẻ học tiếng Anh?,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/do-tuoi-nao-phu-hop-de-tre-hoc-tieng-anh-20161125171906000.htm,vi-tre-em
Trường hợp nào sinh con thứ 3 mà không vi phạm?,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/truong-hop-nao-sinh-con-thu-3-ma-khong-vi-pham-20161213203747000.htm,vi-tre-em
Phó Chủ tịch nước đánh giá cao hỗ trợ của doanh nhân đối với trẻ em nghèo,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/pho-chu-tich-nuoc-danh-gia-cao-ho-tro-cua-doanh-nhan-doi-voi-tre-em-ngheo-20161219054346000.htm,vi-tre-em
Bài học nhớ đời cho yêu và lấy vợ chưa đủ tuổi,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/bai-hoc-nho-doi-cho-yeu-va-lay-vo-chua-du-tuoi-20161217003449000.htm,vi-tre-em
Mô hình dạy học cho trẻ mồ côi khuyết tật của nhóm bạn trẻ Hà Nội,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/mo-hinh-day-hoc-cho-tre-mo-coi-khuyet-tat-cua-nhom-ban-tre-ha-noi-20161216174610000.htm,vi-tre-em
"Gần 1,3 tỷ đồng được quyên góp cho bệnh nhi ung thư và tim bẩm sinh",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/gan-13-ty-dong-duoc-quyen-gop-cho-benh-nhi-ung-thu-va-tim-bam-sinh-20161212142043000.htm,vi-tre-em
Nỗi đau bạo lực trẻ em!,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/noi-dau-bao-luc-tre-em-20161212053019000.htm,vi-tre-em
Lời van xin của cậu bé đánh giày và chuyện không ngờ sau 15 ngày,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/loi-van-xin-cua-cau-be-danh-giay-va-chuyen-khong-ngo-sau-15-ngay-20161211130401000.htm,vi-tre-em
"Cộng đồng vào cuộc để phòng ngừa, bảo vệ trẻ em bị xâm hại tình dục",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/cong-dong-vao-cuoc-de-phong-ngua-bao-ve-tre-em-bi-xam-hai-tinh-duc-20161210192506000.htm,vi-tre-em
Thứ trưởng Đào Hồng Lan tiếp Phó Chủ tịch SOS Quốc tế,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/thu-truong-dao-hong-lan-tiep-pho-chu-tich-sos-quoc-te-20161208021146000.htm,vi-tre-em
Hải Phòng: Đảm bảo quyền trẻ em cho trẻ bị ảnh hưởng bởi HIV/AIDS,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/hai-phong-dam-bao-quyen-tre-em-cho-tre-bi-anh-huong-boi-hivaids-20161207142245000.htm,vi-tre-em
Gia Lai:Lời cảnh báo cho bé gái yêu sớm,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/gia-lailoi-canh-bao-cho-be-gai-yeu-som-20161206181511000.htm,vi-tre-em
Kết nối yêu thương đến với trẻ em có hoàn cảnh khó khăn,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ket-noi-yeu-thuong-den-voi-tre-em-co-hoan-canh-kho-khan-20170108013726000.htm,vi-tre-em
39% trẻ khuyết tật được đi học,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/39-tre-khuyet-tat-duoc-di-hoc-20170105204414000.htm,vi-tre-em
Hãy cho trẻ học cách tránh bị xâm hại tình dục,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/hay-cho-tre-hoc-cach-tranh-bi-xam-hai-tinh-duc-20170103154927000.htm,vi-tre-em
Vụ học sinh lớp 4 bị bạn chọc hỏng mắt: Nỗi lòng đớn đau của người mẹ trẻ,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/vu-hoc-sinh-lop-4-bi-ban-choc-hong-mat-noi-long-don-dau-cua-nguoi-me-tre-20161229223345000.htm,vi-tre-em
"Phẫu thuật miễn phí cho hơn 120 trẻ bị dị tật môi, vòm miệng",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/phau-thuat-mien-phi-cho-hon-120-tre-bi-di-tat-moi-vom-mieng-20161229060426000.htm,vi-tre-em
"Hành động vì đồng bào khó khăn vùng sâu, vùng xa",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/hanh-dong-vi-dong-bao-kho-khan-vung-sau-vung-xa-20161227201803000.htm,vi-tre-em
Hà Tĩnh: Hai đối tượng đột nhập trường học bắt cóc trẻ em không thành,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ha-tinh-hai-doi-tuong-dot-nhap-truong-hoc-bat-coc-tre-em-khong-thanh-20161223174523000.htm,vi-tre-em
Trao tặng Huân chương Lao động cho Chủ tịch Làng trẻ em SOS quốc tế,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/trao-tang-huan-chuong-lao-dong-cho-chu-tich-lang-tre-em-sos-quoc-te-20161223052223000.htm,vi-tre-em
Hỗ trợ phụ nữ và trẻ em nghèo vùng hạn hán,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ho-tro-phu-nu-va-tre-em-ngheo-vung-han-han-20161222182552000.htm,vi-tre-em
Tăng cường đầu tư cho trẻ trong giai đoạn đầu đời,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tang-cuong-dau-tu-cho-tre-trong-giai-doan-dau-doi-20170110213338000.htm,vi-tre-em
Yên Bái khởi động Dự án Chấm dứt bạo lực đối với trẻ em,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/yen-bai-khoi-dong-du-an-cham-dut-bao-luc-doi-voi-tre-em-20170211010712000.htm,vi-tre-em
Thanh Hóa: Công an vào cuộc vụ bé gái bị cô giáo mầm non bạo hành,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/thanh-hoa-cong-an-vao-cuoc-vu-be-gai-bi-co-giao-mam-non-bao-hanh-20170210164140000.htm,vi-tre-em
Trà Vinh: Chung tay chăm lo trẻ em nghèo,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tra-vinh-chung-tay-cham-lo-tre-em-ngheo-20170210011805000.htm,vi-tre-em
Không để những vụ bạo hành trẻ em rơi vào im lặng,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/khong-de-nhung-vu-bao-hanh-tre-em-roi-vao-im-lang-20170209001120000.htm,vi-tre-em
"TP. HCM: 90% trẻ em có hoàn cảnh đặc biệt được can thiệp, trợ giúp",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tp-hcm-90-tre-em-co-hoan-canh-dac-biet-duoc-can-thiep-tro-giup-20170208222438000.htm,vi-tre-em
Bé trai 5 tuổi bị nứt sọ khi rơi xuống hố bồn cầu ở trường,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/be-trai-5-tuoi-bi-nut-so-khi-roi-xuong-ho-bon-cau-o-truong-20170208170419000.htm,vi-tre-em
Chủ tịch Hà Nội yêu cầu báo cáo vụ cô giáo đánh trẻ,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/chu-tich-ha-noi-yeu-cau-bao-cao-vu-co-giao-danh-tre-20170206173344000.htm,vi-tre-em
Cô giáo mầm non dùng dép đánh vào mặt trẻ,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/co-giao-mam-non-dung-dep-danh-vao-mat-tre-20170206132204000.htm,vi-tre-em
"Kỳ lạ cậu bé 9 tuổi cao 56cm, nặng... 4kg",0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/ky-la-cau-be-9-tuoi-cao-56cm-nang-4kg-20170225171924000.htm,vi-tre-em
Khám sàng lọc cho trẻ em bị tật bẩm sinh ở Bà Rịa – Vũng Tàu,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/kham-sang-loc-cho-tre-em-bi-tat-bam-sinh-o-ba-ria-vung-tau-20170220235305000.htm,vi-tre-em
Tiền Giang: Ấm lòng với mô hình trợ giúp trẻ lang thang có nơi nương tựa,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/tien-giang-am-long-voi-mo-hinh-tro-giup-tre-lang-thang-co-noi-nuong-tua-20170219171834000.htm,vi-tre-em
Việt Nam tiến tới loại bỏ tình trạng suy dinh dưỡng vào năm 2030,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/viet-nam-tien-toi-loai-bo-tinh-trang-suy-dinh-duong-vao-nam-2030-20170219135640000.htm,vi-tre-em
Đồng Tháp: Dự án Bạn hữu trẻ em trợ giúp hàng ngàn trường hợp,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/dong-thap-du-an-ban-huu-tre-em-tro-giup-hang-ngan-truong-hop-20170215050723000.htm,vi-tre-em
Khởi tố vụ án dâm ô bé gái 8 tuổi ở Hoàng Mai,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/khoi-to-vu-an-dam-o-be-gai-8-tuoi-o-hoang-mai-20170314162724000.htm,vi-tre-em
Vĩnh Phúc: Bé gái lớp 4 bị bố đẻ đánh đập dã man,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/vinh-phuc-be-gai-lop-4-bi-bo-de-danh-dap-da-man-20170330213538000.htm,vi-tre-em
Đà Nẵng: Tặng quà cho nạn nhân chất độc da cam,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/da-nang-tang-qua-cho-nan-nhan-chat-doc-da-cam-20170329192030000.htm,vi-tre-em
Vụ bảo mẫu bạo hành trẻ ở Gò Vấp: Chuyển hồ sơ cho cơ quan điều tra quận,0,dansinh_vi_tre_em,https://dansinh.dantri.com.vn/vi-tre-em/vu-bao-mau-bao-hanh-tre-o-go-vap-chuyen-ho-so-cho-co-quan-dieu-tra-quan-20170317041801000.htm,vi-tre-em
